adcode,name,center,centroid,childrenNu,level,parent,subFeature,acroutes,geometry
130102,长安区,NA,NA,0,district,NA,0,NA,"list(list(c(114.663794, 114.673174, 114.680928, 114.693421, 114.693852, 114.70378, 114.7038, 114.705464, 114.705425, 114.707383, 114.705092, 114.699374, 114.69538, 114.693049, 114.68974, 114.687684, 114.687566, 114.684139, 114.68365, 114.681711, 114.679264, 114.678931, 114.676405, 114.676228, 114.677031, 114.609943, 114.591164, 114.591321, 114.591145, 114.511877, 114.511818, 114.510311, 114.503927, 114.501264, 114.492589, 114.494332, 114.498209, 114.498718, 114.502145, 114.493353, 114.494939, 114.494723, 
114.495135, 114.492158, 114.489358, 114.48221, 114.480194, 114.480859, 114.485304, 114.485774, 114.489064, 114.48411, 114.501871, 114.503614, 114.507315, 114.515656, 114.520611, 114.529775, 114.54172, 114.547458, 114.55623, 114.561615, 114.566335, 114.571426, 114.582666, 114.588443, 114.592144, 114.596079, 114.599976, 114.611197, 114.621046, 114.633951, 114.641294, 114.656862, 114.663794, 38.102841, 38.0996, 38.101247, 38.10235, 38.097155, 38.097208, 38.094153, 38.0939, 38.091735, 38.091363, 38.078553, 
38.070141, 38.063389, 38.06517, 38.064665, 38.062392, 38.06004, 38.060492, 38.058272, 38.059269, 38.053845, 38.046294, 38.046188, 38.042784, 38.041428, 38.054696, 38.058883, 38.055919, 38.037094, 38.035591, 38.04212, 38.042691, 38.042439, 38.043396, 38.043609, 38.055932, 38.07256, 38.07256, 38.081583, 38.082766, 38.091934, 38.096929, 38.104542, 38.102722, 38.102363, 38.102947, 38.105963, 38.106667, 38.106733, 38.111701, 38.113348, 38.114066, 38.129365, 38.130866, 38.131756, 38.13137, 38.132393, 38.130414, 
38.126045, 38.123203, 38.121703, 38.120308, 38.117652, 38.11639, 38.115739, 38.116536, 38.115593, 38.113043, 38.111303, 38.109231, 38.110267, 38.109549, 38.108075, 38.103094, 38.102841)))"
130104,桥西区,NA,NA,0,district,NA,1,NA,"list(list(c(114.376644, 114.386514, 114.426519, 114.436643, 114.434881, 114.434842, 114.43586, 114.469365, 114.469541, 114.477256, 114.477256, 114.484462, 114.484345, 114.492589, 114.501264, 114.503927, 114.510311, 114.511818, 114.511877, 114.512249, 114.49443, 114.492217, 114.492511, 114.496231, 114.490082, 114.490415, 114.485774, 114.484776, 114.481623, 114.474985, 114.474574, 114.472909, 114.46866, 114.468327, 114.461787, 114.458125, 114.458262, 114.463353, 114.462785, 114.46114, 114.459965, 114.451486, 
114.45133, 114.437994, 114.437916, 114.432492, 114.42883, 114.428595, 114.427479, 114.425775, 114.424855, 114.427851, 114.428008, 114.426245, 114.419352, 114.417375, 114.412479, 114.41103, 114.409855, 114.407701, 114.404274, 114.398184, 114.395854, 114.395972, 114.398419, 114.397205, 114.393328, 114.39278, 114.38902, 114.386279, 114.38432, 114.384262, 114.386631, 114.386611, 114.388198, 114.384594, 114.385339, 114.385202, 114.381246, 114.377212, 114.376644, 38.073277, 38.072706, 38.065822, 38.063708, 
38.05552, 38.052582, 38.049259, 38.04789, 38.04551, 38.045669, 38.044872, 38.045018, 38.043449, 38.043609, 38.043396, 38.042439, 38.042691, 38.04212, 38.035591, 38.020844, 38.003087, 38.002103, 37.998657, 37.976757, 37.975865, 37.974016, 37.975905, 37.977369, 37.976491, 37.976624, 37.973869, 37.972379, 37.972419, 37.973976, 37.974229, 37.97693, 37.979232, 37.981188, 37.984275, 37.984209, 37.990821, 37.992152, 37.994547, 37.993961, 37.994773, 37.994281, 37.995132, 37.998019, 37.996156, 37.998897, 
38.002981, 38.005761, 38.011201, 38.012465, 38.012106, 38.014753, 38.014606, 38.016442, 38.020671, 38.021562, 38.020511, 38.022852, 38.024807, 38.027892, 38.034408, 38.03845, 38.038636, 38.041056, 38.041083, 38.042745, 38.045882, 38.048315, 38.048608, 38.052649, 38.052609, 38.05653, 38.056903, 38.06222, 38.063482, 38.070114, 38.073277)))"
130105,新华区,NA,NA,0,district,NA,2,NA,"list(list(c(114.492589, 114.484345, 114.484462, 114.477256, 114.477256, 114.469541, 114.469365, 114.43586, 114.434842, 114.434881, 114.436643, 114.426519, 114.386514, 114.376644, 114.374275, 114.381755, 114.383165, 114.382499, 114.382421, 114.381912, 114.376213, 114.375097, 114.377995, 114.37917, 114.38714, 114.395032, 114.398047, 114.403432, 114.403628, 114.416317, 114.41761, 114.41665, 114.409601, 114.408876, 114.410149, 114.412166, 114.414046, 114.413752, 114.415279, 114.418824, 114.422544, 114.423288, 
114.426265, 114.433412, 114.43866, 114.444809, 114.44569, 114.448647, 114.452955, 114.46396, 114.474495, 114.476825, 114.48221, 114.481584, 114.491159, 114.494293, 114.498679, 114.501244, 114.500148, 114.502497, 114.501871, 114.48411, 114.489064, 114.485774, 114.485304, 114.480859, 114.480194, 114.48221, 114.489358, 114.492158, 114.495135, 114.494723, 114.494939, 114.493353, 114.502145, 114.498718, 114.498209, 114.494332, 114.492589, 38.043609, 38.043449, 38.045018, 38.044872, 38.045669, 38.04551, 
38.04789, 38.049259, 38.052582, 38.05552, 38.063708, 38.065822, 38.072706, 38.073277, 38.084985, 38.085011, 38.086553, 38.090087, 38.098749, 38.09956, 38.099414, 38.101871, 38.103612, 38.105764, 38.106547, 38.106654, 38.105325, 38.106521, 38.108035, 38.109576, 38.111622, 38.117997, 38.117692, 38.12663, 38.129498, 38.129511, 38.131397, 38.135407, 38.137797, 38.140984, 38.141409, 38.146905, 38.146281, 38.155787, 38.162304, 38.167414, 38.168144, 38.166472, 38.160765, 38.152641, 38.145923, 38.146109, 
38.14514, 38.142192, 38.140532, 38.141581, 38.141568, 38.138235, 38.132459, 38.130335, 38.129365, 38.114066, 38.113348, 38.111701, 38.106733, 38.106667, 38.105963, 38.102947, 38.102363, 38.102722, 38.104542, 38.096929, 38.091934, 38.082766, 38.081583, 38.07256, 38.07256, 38.055932, 38.043609)))"
130107,井陉矿区,NA,NA,0,district,NA,3,NA,"list(list(c(114.028281, 114.026754, 114.024522, 114.021349, 114.018647, 114.015788, 114.01475, 114.014554, 114.012831, 114.007701, 114.00819, 114.00678, 114.000397, 113.994973, 113.991487, 113.987864, 113.990841, 113.991722, 113.993171, 113.996676, 113.997557, 113.999457, 114.005194, 114.021878, 114.023817, 114.027224, 114.030357, 114.034861, 114.037916, 114.038914, 114.04334, 114.045357, 114.049665, 114.05413, 114.057772, 114.061551, 114.062746, 114.065526, 114.070304, 114.074221, 114.076492, 114.076394, 
114.081309, 114.084893, 114.087791, 114.092216, 114.094586, 114.094292, 114.097014, 114.097386, 114.093313, 114.091277, 114.094978, 114.097288, 114.103887, 114.107686, 114.110643, 114.110721, 114.107667, 114.11033, 114.110447, 114.107706, 114.105787, 114.103887, 114.102654, 114.103261, 114.102223, 114.09956, 114.098757, 114.093901, 114.093058, 114.095663, 114.095291, 114.097974, 114.097034, 114.093705, 114.09157, 114.087634, 114.081956, 114.082602, 114.080702, 114.081388, 114.080957, 114.084305, 
114.094312, 114.106061, 114.107608, 114.108822, 114.103026, 114.097347, 114.097445, 114.092256, 114.088026, 114.087145, 114.082171, 114.078039, 114.075004, 114.073281, 114.076433, 114.077334, 114.077922, 114.077452, 114.079939, 114.079116, 114.073124, 114.071969, 114.070363, 114.070559, 114.068189, 114.070383, 114.067641, 114.062569, 114.059103, 114.051525, 114.05082, 114.047472, 114.049684, 114.049156, 114.042028, 114.040912, 114.034743, 114.028281, 38.033397, 38.035605, 38.036283, 38.039726, 38.040378, 
38.039261, 38.040458, 38.047065, 38.049897, 38.051891, 38.055121, 38.056411, 38.057275, 38.061422, 38.062552, 38.064891, 38.073809, 38.07862, 38.082394, 38.087775, 38.093209, 38.097328, 38.102536, 38.108128, 38.109244, 38.108992, 38.111994, 38.114584, 38.118635, 38.11983, 38.119657, 38.117931, 38.115752, 38.115766, 38.113162, 38.114557, 38.117758, 38.117811, 38.113003, 38.111529, 38.113162, 38.116443, 38.120228, 38.116045, 38.117798, 38.11728, 38.120799, 38.123987, 38.125009, 38.129777, 38.129339, 
38.130003, 38.134053, 38.135381, 38.13623, 38.138607, 38.137757, 38.136682, 38.135606, 38.134212, 38.131941, 38.131264, 38.133442, 38.133137, 38.129232, 38.124624, 38.123217, 38.12477, 38.122473, 38.118741, 38.115261, 38.11206, 38.107544, 38.104608, 38.101739, 38.101885, 38.099321, 38.097288, 38.091482, 38.086752, 38.085516, 38.084002, 38.080613, 38.079723, 38.081676, 38.082287, 38.08149, 38.07753, 38.072121, 38.071271, 38.072055, 38.073317, 38.072653, 38.071723, 38.072959, 38.072945, 38.07163, 38.069875, 
38.067855, 38.063748, 38.055294, 38.054164, 38.053021, 38.050455, 38.044712, 38.039567, 38.03744, 38.03502, 38.034448, 38.030658, 38.029594, 38.031429, 38.031257, 38.027414, 38.023278, 38.024262, 38.025233, 38.027148, 38.028929, 38.028703, 38.033065, 38.033397)), list(c(114.025912, 114.027714, 114.027479, 114.030338, 114.026167, 114.026519, 114.023523, 114.018334, 114.013908, 114.01193, 114.01334, 114.015299, 114.015886, 114.013889, 114.014104, 114.010971, 114.009541, 114.004391, 114.001572, 114.001826, 
114.000514, 113.998106, 113.993465, 113.992427, 113.994561, 114.00962, 114.011656, 114.018295, 114.021898, 114.025912, 38.027932, 38.0274, 38.025485, 38.022586, 38.019714, 38.018623, 38.018463, 38.020605, 38.01966, 38.016428, 38.011068, 38.010629, 38.008382, 38.005335, 38.003593, 38.004364, 38.006373, 38.005934, 38.007357, 38.009233, 38.012904, 38.01446, 38.01845, 38.027201, 38.029062, 38.023225, 38.023451, 38.025778, 38.025565, 38.027932)))"
130108,裕华区,NA,NA,0,district,NA,4,NA,"list(list(c(114.490415, 114.490082, 114.496231, 114.492511, 114.492217, 114.49443, 114.512249, 114.511877, 114.591145, 114.591321, 114.591164, 114.609943, 114.677031, 114.678559, 114.681888, 114.68269, 114.681183, 114.674035, 114.674055, 114.670315, 114.667005, 114.667162, 114.664675, 114.664714, 114.662423, 114.662482, 114.659623, 114.656862, 114.655413, 114.652613, 114.652554, 114.655726, 114.655844, 114.657077, 114.658879, 114.662443, 114.665537, 114.665791, 114.668102, 114.668082, 114.669708, 
114.670922, 114.673957, 114.670334, 114.669512, 114.660093, 114.66025, 114.657293, 114.657156, 114.650126, 114.650106, 114.647795, 114.647051, 114.639669, 114.637143, 114.632756, 114.632659, 114.627939, 114.627724, 114.625257, 114.62508, 114.621869, 114.621849, 114.618187, 114.617365, 114.611804, 114.609689, 114.610413, 114.608749, 114.608494, 114.592711, 114.591811, 114.586935, 114.58433, 114.583057, 114.578984, 114.579063, 114.574794, 114.574539, 114.572718, 114.566021, 114.565982, 114.5614, 114.561654, 
114.55858, 114.557425, 114.552999, 114.552549, 114.529932, 114.520297, 114.520885, 114.511603, 114.511838, 114.507491, 114.505768, 114.498287, 114.498581, 114.490415, 37.974016, 37.975865, 37.976757, 37.998657, 38.002103, 38.003087, 38.020844, 38.035591, 38.037094, 38.055919, 38.058883, 38.054696, 38.041428, 38.038171, 38.03486, 38.03139, 38.030326, 38.029475, 38.025685, 38.025898, 38.024887, 38.021961, 38.021802, 38.019767, 38.01986, 38.018011, 38.015617, 38.015311, 38.013369, 38.012279, 38.010018, 
38.008342, 38.002569, 38.000706, 37.994733, 37.992032, 37.991699, 37.98856, 37.988466, 37.986338, 37.986377, 37.978873, 37.969677, 37.969265, 37.971168, 37.971128, 37.973829, 37.974242, 37.977076, 37.97713, 37.98039, 37.981162, 37.984874, 37.988879, 37.992085, 37.992365, 37.995571, 37.995731, 37.99766, 37.997779, 37.994932, 37.994893, 37.992764, 37.992671, 37.990941, 37.990755, 37.988932, 37.982479, 37.982359, 37.97335, 37.973563, 37.972099, 37.972206, 37.973457, 37.978686, 37.978647, 37.980203, 
37.979884, 37.974561, 37.973976, 37.974588, 37.97367, 37.974149, 37.971767, 37.971594, 37.968439, 37.968227, 37.970902, 37.969318, 37.968852, 37.972299, 37.971793, 37.969957, 37.969411, 37.973044, 37.971846, 37.970462, 37.974016)))"
130109,藁城区,NA,NA,0,district,NA,5,NA,"list(list(c(114.859711, 114.858125, 114.857968, 114.854502, 114.854933, 114.849764, 114.848334, 114.844065, 114.843576, 114.839228, 114.839091, 114.837329, 114.836722, 114.838034, 114.837995, 114.833158, 114.828126, 114.827381, 114.823661, 114.815789, 114.804784, 114.801142, 114.800515, 114.798381, 114.798204, 114.799007, 114.795267, 114.793838, 114.792506, 114.792232, 114.794973, 114.794856, 114.790411, 114.793387, 114.793485, 114.795502, 114.79558, 114.789118, 114.788629, 114.786925, 114.786259, 
114.788511, 114.796462, 114.802336, 114.803726, 114.803766, 114.806018, 114.806957, 114.80684, 114.804373, 114.803903, 114.802434, 114.801181, 114.798909, 114.798596, 114.796599, 114.795541, 114.795541, 114.8003, 114.805058, 114.807995, 114.806507, 114.803589, 114.803374, 114.806703, 114.808152, 114.808074, 114.808857, 114.811696, 114.812401, 114.812068, 114.81291, 114.81994, 114.8209, 114.82274, 114.82276, 114.824934, 114.829007, 114.840854, 114.84242, 114.838563, 114.838915, 114.83539, 114.835586, 
114.833981, 114.834137, 114.836546, 114.831866, 114.828674, 114.827538, 114.828106, 114.82791, 114.82462, 114.824679, 114.827636, 114.835508, 114.841245, 114.84105, 114.842068, 114.845612, 114.846748, 114.850488, 114.864959, 114.869737, 114.880233, 114.880233, 114.890102, 114.892393, 114.898523, 114.898836, 114.904182, 114.909254, 114.940115, 114.943914, 114.96375, 114.965454, 114.969899, 114.982999, 114.983391, 114.979396, 114.978593, 114.981021, 114.981942, 114.9811, 114.974207, 114.972523, 114.972288, 
114.975029, 114.973678, 114.974305, 114.976126, 114.979709, 114.981511, 114.980708, 114.977653, 114.975186, 114.974657, 114.977399, 114.977379, 114.979004, 114.980395, 114.979886, 114.980375, 114.97687, 114.975186, 114.972875, 114.971093, 114.968508, 114.967921, 114.966354, 114.964788, 114.967059, 114.967157, 114.970506, 114.971015, 114.972914, 114.973541, 114.977516, 114.977497, 114.979474, 114.979768, 114.985427, 114.98625, 114.986974, 114.987405, 114.980336, 114.973796, 114.973502, 114.966296, 
114.962379, 114.957934, 114.954547, 114.954547, 114.952177, 114.95018, 114.943424, 114.943052, 114.940075, 114.938196, 114.938215, 114.934044, 114.931929, 114.92206, 114.915657, 114.915657, 114.912073, 114.909136, 114.907452, 114.907217, 114.905729, 114.905435, 114.900559, 114.900637, 114.902596, 114.897485, 114.886969, 114.879998, 114.868112, 114.835253, 114.818805, 114.810952, 114.802767, 114.79605, 114.785398, 114.781129, 114.778857, 114.774158, 114.76139, 114.760568, 114.758003, 114.757161, 114.75438, 
114.753283, 114.747761, 114.74968, 114.74921, 114.754478, 114.753577, 114.759373, 114.759197, 114.764406, 114.763995, 114.766423, 114.765542, 114.757239, 114.748838, 114.740457, 114.728218, 114.709518, 114.70192, 114.695203, 114.688428, 114.682534, 114.680713, 114.683572, 114.681966, 114.677501, 114.676914, 114.672214, 114.672155, 114.670334, 114.673957, 114.670922, 114.669708, 114.668082, 114.668102, 114.665791, 114.665537, 114.662443, 114.658879, 114.657077, 114.655844, 114.655726, 114.652554, 
114.652613, 114.655413, 114.656862, 114.659623, 114.662482, 114.662423, 114.664714, 114.664675, 114.667162, 114.667005, 114.670315, 114.674055, 114.674035, 114.681183, 114.68269, 114.681888, 114.678559, 114.677031, 114.676228, 114.676405, 114.678931, 114.679264, 114.681711, 114.68365, 114.684139, 114.687566, 114.687684, 114.68974, 114.693049, 114.69538, 114.699374, 114.705092, 114.707383, 114.705425, 114.705464, 114.7038, 114.70378, 114.693852, 114.693421, 114.680928, 114.673174, 114.663794, 114.664185, 
114.665321, 114.666751, 114.669022, 114.668611, 114.667554, 114.67008, 114.670275, 114.667495, 114.669649, 114.680301, 114.68036, 114.678637, 114.679087, 114.678735, 114.682044, 114.682279, 114.681006, 114.681163, 114.685843, 114.687547, 114.687194, 114.685882, 114.685471, 114.684649, 114.687664, 114.688095, 114.687136, 114.686176, 114.68506, 114.687801, 114.690504, 114.696789, 114.696594, 114.697651, 114.701058, 114.701509, 114.695027, 114.694792, 114.699981, 114.699942, 114.706482, 114.710007, 
114.718819, 114.719309, 114.718662, 114.717918, 114.719387, 114.722442, 114.727729, 114.728904, 114.728767, 114.72395, 114.718878, 114.70987, 114.70611, 114.704015, 114.704348, 114.702037, 114.703173, 114.70517, 114.705778, 114.704074, 114.703584, 114.707031, 114.708617, 114.711025, 114.718075, 114.718525, 114.723832, 114.728453, 114.731214, 114.742533, 114.744139, 114.751776, 114.758531, 114.761566, 114.765228, 114.76564, 114.764151, 114.767559, 114.775626, 114.787317, 114.794542, 114.79936, 114.803589, 
114.805156, 114.810326, 114.815025, 114.816181, 114.82041, 114.824092, 114.82462, 114.824718, 114.837701, 114.843223, 114.848922, 114.851056, 114.85695, 114.856382, 114.85979, 114.859711, 38.263471, 38.263445, 38.25919, 38.259322, 38.256565, 38.257599, 38.251143, 38.252217, 38.254855, 38.254192, 38.247603, 38.243917, 38.235723, 38.235697, 38.231864, 38.232077, 38.230963, 38.229411, 38.228987, 38.231626, 38.228828, 38.228761, 38.22587, 38.225393, 38.220857, 38.214968, 38.21323, 38.214371, 38.211466, 
38.208508, 38.208946, 38.206346, 38.205537, 38.203653, 38.201185, 38.200403, 38.198625, 38.197192, 38.19499, 38.193451, 38.189311, 38.18752, 38.186113, 38.185662, 38.184481, 38.179863, 38.179876, 38.176983, 38.174117, 38.172909, 38.169883, 38.169671, 38.171582, 38.171609, 38.164508, 38.154419, 38.15418, 38.150981, 38.149096, 38.149282, 38.143839, 38.136841, 38.136191, 38.131915, 38.131636, 38.129618, 38.125766, 38.122327, 38.121995, 38.11979, 38.116377, 38.110532, 38.11036, 38.107703, 38.107544, 
38.101234, 38.102841, 38.102629, 38.102801, 38.099467, 38.098803, 38.094312, 38.093953, 38.092146, 38.090871, 38.087988, 38.085317, 38.082061, 38.082354, 38.076082, 38.074181, 38.066526, 38.064187, 38.060173, 38.055733, 38.054802, 38.054816, 38.051811, 38.05007, 38.050083, 38.047624, 38.047517, 38.048023, 38.049618, 38.050336, 38.05338, 38.060811, 38.061954, 38.06198, 38.060784, 38.060983, 38.067377, 38.071789, 38.076839, 38.085383, 38.088174, 38.090446, 38.090472, 38.088333, 38.069065, 38.062645, 
38.052596, 38.046653, 38.042067, 38.033304, 38.028477, 38.021602, 38.008355, 37.998272, 37.993243, 37.986377, 37.975652, 37.968346, 37.962836, 37.946796, 37.941591, 37.937024, 37.936744, 37.930979, 37.928609, 37.928449, 37.925493, 37.919553, 37.919447, 37.917463, 37.918009, 37.913893, 37.914239, 37.911123, 37.909258, 37.902878, 37.901772, 37.897922, 37.897723, 37.893193, 37.891008, 37.88821, 37.88825, 37.884426, 37.8842, 37.880269, 37.880709, 37.87979, 37.870755, 37.859573, 37.85856, 37.85824, 37.860426, 
37.8598, 37.856494, 37.856947, 37.855841, 37.853708, 37.851722, 37.853215, 37.852695, 37.851016, 37.850722, 37.852735, 37.855641, 37.857734, 37.857734, 37.855854, 37.855508, 37.854161, 37.853815, 37.854428, 37.856854, 37.854042, 37.853948, 37.857294, 37.857827, 37.861759, 37.862079, 37.868303, 37.871728, 37.874886, 37.878004, 37.875712, 37.876751, 37.880816, 37.888077, 37.893753, 37.895884, 37.894365, 37.891501, 37.891501, 37.88933, 37.886172, 37.885825, 37.88885, 37.888623, 37.892447, 37.892047, 
37.893673, 37.89695, 37.897376, 37.902385, 37.901612, 37.903717, 37.904197, 37.908792, 37.909644, 37.915758, 37.920446, 37.920366, 37.921191, 37.924734, 37.93552, 37.938635, 37.942682, 37.948553, 37.954664, 37.959336, 37.959322, 37.962357, 37.962836, 37.964673, 37.963914, 37.966922, 37.969265, 37.969677, 37.978873, 37.986377, 37.986338, 37.988466, 37.98856, 37.991699, 37.992032, 37.994733, 38.000706, 38.002569, 38.008342, 38.010018, 38.012279, 38.013369, 38.015311, 38.015617, 38.018011, 38.01986, 
38.019767, 38.021802, 38.021961, 38.024887, 38.025898, 38.025685, 38.029475, 38.030326, 38.03139, 38.03486, 38.038171, 38.041428, 38.042784, 38.046188, 38.046294, 38.053845, 38.059269, 38.058272, 38.060492, 38.06004, 38.062392, 38.064665, 38.06517, 38.063389, 38.070141, 38.078553, 38.091363, 38.091735, 38.0939, 38.094153, 38.097208, 38.097155, 38.10235, 38.101247, 38.0996, 38.102841, 38.113534, 38.122048, 38.122021, 38.125408, 38.132884, 38.134849, 38.135447, 38.136762, 38.138116, 38.142737, 38.143839, 
38.146082, 38.146427, 38.157645, 38.164096, 38.165078, 38.172551, 38.172564, 38.180911, 38.184375, 38.192708, 38.199302, 38.199474, 38.206983, 38.211334, 38.214517, 38.216507, 38.22148, 38.22217, 38.22908, 38.23026, 38.22839, 38.227276, 38.230445, 38.234556, 38.235007, 38.243122, 38.243202, 38.246105, 38.247153, 38.248293, 38.249035, 38.252164, 38.253503, 38.255293, 38.259826, 38.273094, 38.275692, 38.278037, 38.278965, 38.27976, 38.282755, 38.287764, 38.290043, 38.289275, 38.286942, 38.283113, 38.285405, 
38.285578, 38.289805, 38.289765, 38.2968, 38.299106, 38.30153, 38.301981, 38.30418, 38.303478, 38.30663, 38.309691, 38.309479, 38.31022, 38.308644, 38.306193, 38.31128, 38.311691, 38.313214, 38.312923, 38.310234, 38.307584, 38.303478, 38.302153, 38.300589, 38.301729, 38.300629, 38.301066, 38.300616, 38.29745, 38.293859, 38.291832, 38.289659, 38.289619, 38.288691, 38.287433, 38.281191, 38.277202, 38.273942, 38.271994, 38.27316, 38.270496, 38.266732, 38.26432, 38.263471)))"
